id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
7570,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's As Go Dunk Black T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7570.jpg
19953,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,United Colors of Benetton Men Solid Black Sweater,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19953.jpg
46657,Women,Personal Care,Fragrance,Deodorant,Yellow,Spring,2017,Casual,Rasasi Women Pearl Deo,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46657.jpg
18881,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Woman Lana White Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/18881.jpg
34277,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012,Ethnic,Fabindia Women Kota Tepchi Off White Dupatta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34277.jpg
28628,Men,Apparel,Bottomwear,Shorts,White,Summer,2012,Sports,Nike Men Woven White Shorts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28628.jpg
50732,Men,Footwear,Sandal,Sandals,Khaki,Winter,2018,Casual,Red Chief Men Khaki Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50732.jpg
31705,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Ananya Silver Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31705.jpg
55240,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Lakme Perfecting Natural Coral Liquid Foundation,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55240.jpg
12587,Unisex,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Tantra Unisex Printed Brown Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/12587.jpg
13455,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,United Colors of Benetton Women White Polo T-shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/13455.jpg
54392,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Baggit Women Red Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/54392.jpg
43325,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,United Colors of Benetton Women Pink T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43325.jpg
2002,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2010,Sports,PUMA Women Yellow Printed T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2002.jpg
33052,Women,Apparel,Topwear,Tops,Black,Summer,2012,Ethnic,Mother Earth Women Printed Black Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33052.jpg
57517,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Provogue Men Black & Brown Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57517.jpg
25137,Women,Accessories,Bags,Clutches,Grey,Winter,2015,Casual,Lino Perros Women Grey Clutch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25137.jpg
11302,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Michelle Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11302.jpg
41472,Women,Footwear,Shoes,Heels,Yellow,Winter,2012,Casual,Carlton London Women Yellow Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41472.jpg
39568,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Silver Flats,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39568.jpg
52859,Women,Accessories,Jewellery,Earrings,White,Summer,2012,Casual,Adrika White Earrings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52859.jpg
32180,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Neptune White Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/32180.jpg
20445,Unisex,Footwear,Shoes,Casual Shoes,White,Winter,2012,Casual,Disney Kids-Unisex White Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20445.jpg
5227,Unisex,Accessories,Bags,Duffel Bag,Blue,Winter,2015,Casual,Wildcraft Unisex Blue Duffel Bag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5227.jpg
44100,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Baldessarini Men Private Affairs 90 ml Perfume,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44100.jpg
36520,Women,Accessories,Bags,Handbags,White,Summer,2012,Casual,United Colors of Benetton Women White Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/36520.jpg
21597,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Puma Men Printed Yellow Tshirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21597.jpg
52065,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Men Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52065.jpg
5829,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men's Prt Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5829.jpg
57725,Women,Personal Care,Lips,Lip Gloss,White,Spring,2017,Unknown,Lotus Herbals Seduction Ice Cube Lip Gloss 32,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57725.jpg
38688,Women,Accessories,Bags,Clutches,Grey,Summer,2015,Casual,Spice Art Women Grey Clutch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/38688.jpg
33260,Boys,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Gini and Jony Boys Check White Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33260.jpg
40792,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Quiksilver Men Black Foundation Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/40792.jpg
25305,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Leather Brown Wallet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25305.jpg
11130,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Scullers Women Solid Purple Tops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11130.jpg
5015,Women,Apparel,Bottomwear,Capris,White,Summer,2016,Casual,Levis Kids Girls Alicia White Capris,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5015.jpg
20677,Men,Footwear,Shoes,Casual Shoes,Red,Winter,2011,Casual,Buckaroo Men New Amanda Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20677.jpg
15590,Women,Apparel,Topwear,Tops,Yellow,Fall,2012,Casual,AND by Anita Dongre Women Yellow Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15590.jpg
52257,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,Crusoe Men Red Boxer Briefs,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52257.jpg
36712,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual,Salvatore Ferragamo Women Incanto Shine Perfume,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/36712.jpg
7742,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Indigo Nation Men Purple Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7742.jpg
35197,Unisex,Accessories,Bags,Backpacks,Black,Spring,2013,Casual,Wildcraft Unisex Black Backpack,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/35197.jpg
46465,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual,Timex Women Pink Dial Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46465.jpg
16315,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Peter England Men Printed Orange TShirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/16315.jpg
50500,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Chromozome Men White Innerwear Vest,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50500.jpg
6690,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,UCB Men's United Colors Flock Red T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6690.jpg
34045,Boys,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Gini and Jony Boys Black Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34045.jpg
55072,Women,Personal Care,Eyes,Mascara,Black,Spring,2017,Casual,Lakme Lash Artist Mascara,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55072.jpg
2230,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men Cruise Black Sandal,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2230.jpg
27452,Women,Apparel,Innerwear,Bra,White,Summer,2018,Casual,Jockey Essence White Solid Non-Wired Non-Padded Slim FIt Bra 1615,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27452.jpg
34214,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013,Casual,Proline Men Grape Purple Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34214.jpg
50751,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Winter,2018,Casual,Red Chief Men Mushroom Brown Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50751.jpg
17096,Women,Accessories,Wallets,Wallets,Green,Winter,2015,Casual,Lino Perros Women Blue Zip Green Wallet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17096.jpg
51683,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Louis Philippe Men Sunglasses LP207-C3,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/51683.jpg
7513,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's As Explosive Red T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7513.jpg
19930,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011,Formal,Reid & Taylor Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19930.jpg
46634,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,Rasasi Men Emotion Deo,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46634.jpg
13436,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,United Colors of Benetton Men Stripes Green Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/13436.jpg
43346,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Reebok Men White United Runner Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43346.jpg
9489,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,Puma Unisex Echo Black Backpacks,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9489.jpg
2061,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010,Casual,Lee Men's Progress Marches On T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2061.jpg
16978,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual,Puma Men Tango Black Flip Flops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/16978.jpg
55223,Women,Personal Care,Lips,Lip Liner,Maroon,Spring,2017,Casual,Lakme Perfect Definition Go Grape Lip Liner 23,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55223.jpg
11361,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,United Colors Of Benetton Women Winter Pink Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11361.jpg
41411,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Wrangler Men Black Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41411.jpg
33031,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Mother Earth Women Printed Black Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33031.jpg
57574,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017,Casual,Lotus Herbals Pure Colors Moisturising Sassy Mocha Lipstick 665,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57574.jpg
25968,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Femella Women White T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25968.jpg
4396,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Free Authority Men's Foil Washed Grey T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4396.jpg
14613,Men,Accessories,Socks,Socks,Black,Summer,2011,Casual,United Colors of Benetton Men Pack of 2 Black Socks,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14613.jpg
20426,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Baggit Women Hero Brush Brown Wallet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20426.jpg
44163,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017,Casual,Nike Fragrances Women Fission Deo,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44163.jpg
39739,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Arrow Men Black Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39739.jpg
25366,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016,Casual,Levis Men Green Innerwear T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25366.jpg
4998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Fila Men's Talus Black Flip Flop,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4998.jpg
56694,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Striped White Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/56694.jpg
11153,Men,Accessories,Ties,Ties,Blue,Fall,2011,Formal,Indigo Nation Men Check Blue Ties,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11153.jpg
10081,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Reebok Men Zigdynamic White Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10081.jpg
57746,Women,Personal Care,Makeup,Foundation and Primer,Beige,Spring,2017,Unknown,Lotus Herbals Natural Blend Swift Make-up Stick Foundation 720,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57746.jpg
33203,Women,Apparel,Dress,Dresses,Beige,Summer,2012,Casual,Sepia Women Beige Dress,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33203.jpg
45283,Women,Accessories,Wallets,Wallets,White,Summer,2012,Casual,Lino Perros Women White Wallet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/45283.jpg
36771,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Women White Dial Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/36771.jpg
5076,Women,Accessories,Watches,Watches,Red,Winter,2016,Casual,Being Human Women Red Silicon Strap with Stones Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5076.jpg
14421,Women,Footwear,Shoes,Heels,Brown,Summer,2012,Casual,Enroute Women Casual Brown Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14421.jpg
20614,Women,Accessories,Bags,Handbags,Navy Blue,Winter,2015,Casual,Baggit Women Ishqx Excel Navy Blue Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20614.jpg
43948,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Catwalk Women Gold Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43948.jpg
23091,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual,Converse Men Oxford Black Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/23091.jpg
28479,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Urban Yoga Men Printed Black T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28479.jpg
50563,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,Chromozome Men Pack of Two  Briefs,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50563.jpg
34026,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys White Printed T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34026.jpg
7721,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Exsis 2 White Blue Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7721.jpg
46406,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,ADIDAS Men Green Printed T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46406.jpg
16376,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,Peter England Men Stripes Black Trouser,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/16376.jpg
22143,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Provogue Men Black Formal Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/22143.jpg
43174,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Fastrack Men Grey Dial Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43174.jpg
30486,Women,Apparel,Innerwear,Bra,White,Summer,2012,Casual,Lovable Women Fiona White Bra,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30486.jpg
2253,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2010,Sports,ADIDAS Men Crew Yellow T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2253.jpg
27431,Women,Apparel,Topwear,Tshirts,Pink,Winter,2015,Casual,Jockey Women Pink T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27431.jpg
31554,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016,Casual,Woodland Men Khaki Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31554.jpg
3381,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Stitch Brown Bag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3381.jpg
57322,Women,Apparel,Innerwear,Bra,Pink,Winter,2015,Casual,Amante Pink Full-Coverage Lace Bra BCFR11,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57322.jpg
14879,Women,Accessories,Bags,Handbags,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Handbags,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14879.jpg
40395,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Tonga Women White & Grey Striped Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/40395.jpg
41247,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal,Arrow Men Brown Belt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41247.jpg
25702,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Mumbai Slang Women Printed Pink Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25702.jpg
11537,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011,Ethnic,W Women Printed Blue Kurtas,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11537.jpg
5412,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2011,Casual,Ant Kids Boy's Black Dungree Kidswear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5412.jpg
44735,Women,Footwear,Flip Flops,Flip Flops,White,Spring,2013,Casual,Globalite Women White Vita Flip Flops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44735.jpg
53782,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Puma Men Navy Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/53782.jpg
14045,Men,Apparel,Topwear,Shirts,Red,Winter,2016,Casual,Flying Machine Men Check Red Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14045.jpg
15197,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Arrow Sport Men Printed Purple Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15197.jpg
52650,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,Mod'acc Women Beige Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/52650.jpg
36315,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Mr.Men Boys Just Looking Red T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/36315.jpg
7345,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Tantra Men's Dot Com Maroon T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7345.jpg
35590,Men,Footwear,Sandal,Sports Sandals,Grey,Fall,2014,Casual,Gliders Men Grey Sports Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/35590.jpg
49816,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,iPanema Women Pink Flip Flops,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/49816.jpg
27869,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Scullers For Her Women Black and White Striped Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27869.jpg
6297,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Puma Unisex Surf Black White Flip Flop,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6297.jpg
34442,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Myntra Women Rider Yellow T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34442.jpg
55475,Women,Personal Care,Lips,Lip Liner,Pink,Spring,2017,Casual,Revlon Colorstay Scarlet Pink Lip Liner,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55475.jpg
26187,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017,Casual,Tabac Men Original Cologne,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/26187.jpg
31130,Girls,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Gini and Jony Girls Printed Pink Dress,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31130.jpg
28821,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Denizen Men Navy Blue Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28821.jpg
43510,Women,Apparel,Dress,Dresses,Maroon,Fall,2012,Casual,French Connection Women Maroon Knitted Dress,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/43510.jpg
2637,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2012,Formal,Carlton London Men's Semi Formal Black Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2637.jpg
13260,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Palm Tree Kids Girl Washed Black Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/13260.jpg
18688,Women,Apparel,Innerwear,Briefs,Brown,Winter,2015,Casual,Hanes Women Pack of Three 100% Cotton Plain Hipsters,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/18688.jpg
16520,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011,Casual,Locomotive Men Washed Grey Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/16520.jpg
8903,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011,Formal,Indigo Nation Men Textura Olive Trousers,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8903.jpg
22715,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men White Air Relentless Sports Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/22715.jpg
7177,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Blue Check Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7177.jpg
46250,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,Fusion Beats Women Blue Tunic,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46250.jpg
